founder_uuid,rendered_text
b7426ba4-236a-4a96-bc10-659949f0cafd,"industry: Financial Services
educations: education_1: degree=Bachelor; field=Computer Science; qs_ranking=6
jobs: job_1: company_size=10001+ employees; industry=Software Development; role=Board Member | job_2: company_size=10001+ employees; industry=Internet Media & Publishing; role=Board Member | job_3: company_size=201-500 employees; duration=2-3; industry=Technology, Information & Internet Platforms; role=Founder, CEO | job_4: duration=<2; role=Founder | job_5: duration=<2; role=Founder | job_6: duration=<2; role=iOS Developer | job_7: company_size=201-500 employees; duration=<2; industry=Marketing, Advertising & Events; role=Tech Leader | job_8: duration=<2; role=Developer"
a636d738-b5a6-4b01-98b5-1c3cafb97d12,"industry: IT Services & Digital Solutions
educations: education_1: degree=BS; field=Mathematics and Statistics and Systems Analysis; qs_ranking=200+
jobs: job_1: company_size=51-200 employees; duration=2-3; industry=IT Services & Digital Solutions; role=VP (Sales & Growth) | job_2: company_size=10001+ employees; duration=<2; industry=Software Development; role=Product & Sales Engineer | job_3: company_size=2-10 employees; duration=2-3; industry=IT Services & Digital Solutions; role=Founder"
94d597af-5371-4097-9c12-eb661b51c9e9,"industry: Government Policy & Legal Services
educations: education_1: degree=MBA; field=Business Administration; qs_ranking=1 | education_2: degree=BA; field=German Studies and Literature; qs_ranking=10
jobs: job_1: duration=<2; role=Executive Chairman"
936c8277-1cf8-4e57-a805-a5e5916863cf,"industry: Financial Services
educations: education_1: degree=BA; field=Economics; qs_ranking=11
jobs: job_1: company_size=10001+ employees; duration=<2; industry=Financial Services; role=Financial Institutions & Investment Banking Specialist | job_2: company_size=1001-5000 employees; duration=<2; industry=Financial Services; role=VP | job_3: company_size=10001+ employees; duration=2-3; industry=Financial Services; role=Financial Institutions & Investment Banking Specialist | job_4: company_size=10001+ employees; duration=<2; industry=Financial Services; role=Financial Institutions & Investment Banking Specialist"
6d157621-0176-4b79-9036-092de8988bb4,"industry: Chemical & Pharmaceutical Manufacturing
educations: education_1: degree=PhD; field=Mucosal Immunology; qs_ranking=200+ | education_2: degree=Professional Certification; field=Clinical Immunology; qs_ranking=200+ | education_3: degree=MD; field=Allergy and Immunology; qs_ranking=200+
jobs: job_1: company_size=2-10 employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=Co-Founder, Partner | job_2: duration=4-5; industry=Chemical & Pharmaceutical Manufacturing; role=Founder, President | job_3: company_size=1001-5000 employees; duration=4-5; industry=Clinical & Diagnostic Healthcare; role=Adjunct Research Associate Professor of Medicine | job_4: duration=<2; industry=Biotechnology & Nanotechnology Research; role=Co-Founder, CEO, CMO | job_5: company_size=10001+ employees; duration=4-5; industry=Chemical & Pharmaceutical Manufacturing; role=VP & Head (Immunology Translational Medicine) | job_6: company_size=11-50 employees; duration=2-3; industry=Biotechnology & Nanotechnology Research; role=VP & CMO | job_7: company_size=1001-5000 employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=Director (Clinical Development, Inflammation & Respiratory) | job_8: company_size=10001+ employees; duration=<2; industry=Chemical & Pharmaceutical Manufacturing; role=Director (Clinical Discovery, Immunology & Oncology) | job_9: company_size=10001+ employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=Research Fellow (Clinical Investigation & Molecular Immunology)"
0c9aebdc-69ea-48fd-a63e-7ff4aa1c8d33,"industry: Technology, Information & Internet Platforms
educations: education_1: degree=JD; field=International Law; qs_ranking=200+ | education_2: degree=BA; field=English and Medieval Literature and Drama; qs_ranking=200+
jobs: job_1: duration=6-9; role=Editorial Photographer | job_2: duration=2-3; role=CEO | job_3: duration=2-3; role=VP (Client Services) | job_4: company_size=51-200 employees; duration=<2; industry=Technology, Information & Internet Platforms; role=VP (Interactive Development) | job_5: company_size=51-200 employees; duration=<2; industry=Technology, Information & Internet Platforms; role=Executive VP, General Manager | job_6: duration=<2; industry=Technology, Information & Internet Platforms; role=VP (Delivery) | job_7: duration=<2; industry=Technology, Information & Internet Platforms; role=Director (Delivery) | job_8: duration=6-9; role=Independent Web Developer | job_9: duration=2-3; industry=Environmental & Waste Services; role=Senior Historical Researcher | job_10: company_size=501-1000 employees; duration=<2; industry=Non‑Profit, NGO & Associations; role=Asylum Case Worker"
bbe01d85-7183-4349-b7d6-c419913f5ece,"jobs: job_1: role=Board Member | job_2: industry=Entertainment & Live Arts; role=Founder, CEO | job_3: role=Board Member & Advisor | job_4: role=Board Member
ipos: ipo_1: amount_raised_usd=50M - 150M; valuation_usd=150M - 500M"
384496e2-f85e-4b40-bd3e-a30a72a236ea,"industry: Renewable Energy & Climate Tech
educations: education_1: degree=MBA; field=Finance; qs_ranking=200+ | education_2: degree=BA; field=Economics; qs_ranking=200+
jobs: job_1: company_size=201-500 employees; duration=4-5; industry=Higher Education & Research; role=Lecturer | job_2: company_size=501-1000 employees; duration=6-9; industry=Renewable Energy & Climate Tech; role=COO | job_3: company_size=1001-5000 employees; duration=2-3; industry=Utilities & Power Generation; role=Finance Manager | job_4: company_size=10001+ employees; duration=<2; industry=Management, Strategy & Professional Services; role=Strategy Consultant"
a6fa8b42-5b02-4b6e-893e-3d3f9446526c,"industry: Software Development
educations: education_1: field=Computer Science and Business Administration; qs_ranking=200+
jobs: job_1: company_size=2-10 employees; duration=4-5; industry=IT Services & Digital Solutions; role=Co-Founder, CEO | job_2: company_size=10001+ employees; duration=<2; industry=Entertainment & Live Arts; role=Software Engineer | job_3: duration=<2; role=Developer"
58e198d1-872c-4981-a9cc-a74ed6317f55,"industry: Wellness & Community Health
educations: education_1: field=Business Management; qs_ranking=200+
jobs: job_1: company_size=51-200 employees; duration=<2; industry=Electronic & Precision Equipment Manufacturing; role=Co-Founder | job_2: duration=<2; industry=Venture Capital & Private Equity; role=VP (Marketing & Business Development) | job_3: company_size=10001+ employees; duration=<2; industry=Electronic & Precision Equipment Manufacturing; role=Sales Representative"
128d54a6-a8c2-43e0-bbca-1e0d31b8fe59,"industry: Financial Services
educations: education_1: degree=BA, MBA; field=Biochemistry and International Finance; qs_ranking=200+
jobs: job_1: duration=<2; role=Board of Advisors | job_2: company_size=2-10 employees; duration=2-3; industry=Financial Services; role=General Partner | job_3: duration=2-3; role=Managing Partner, Co-Founder | job_4: company_size=11-50 employees; duration=2-3; industry=Financial Services; role=CEO | job_5: duration=<2; role=Board Member | job_6: company_size=51-200 employees; duration=6-9; industry=Financial Services; role=Co-CEO, Co-Founder | job_7: duration=<2; role=Risk Manager | job_8: duration=2-3; industry=Financial Services; role=Co-Founder, Managing Member | job_9: duration=<2; industry=Financial Services; role=Risk Manager (Emerging Markets) | job_10: company_size=10001+ employees; duration=<2; industry=Financial Services; role=Foreign Exchange Trading Manager | job_11: duration=2-3; industry=Financial Services; role=Senior Portfolio Manager | job_12: company_size=10001+ employees; duration=2-3; industry=Financial Services; role=Foreign Exchange Trading Manager | job_13: company_size=1001-5000 employees; duration=<2; industry=Financial Services; role=Trading Desk | job_14: duration=<2; industry=Financial Services; role=Proprietary Trading (Foreign Exchange) | job_15: duration=2-3; industry=Financial Services; role=Spot Swiss Franc Arbitrage Trader"
10b28346-31b6-411c-b32e-c32c7324f5f3,"industry: Networking & Cybersecurity Products
educations: education_1: degree=MSc; qs_ranking=200+
jobs: job_1: duration=<2; role=Researcher | job_2: duration=<2; industry=Armed Forces; role=Research Team Leader | job_3: duration=6-9; industry=Armed Forces; role=Research Team Member"
26b786e6-a35e-4ebf-bc54-9ef14eabb3a4,"industry: Software Development
educations: education_1: degree=Master; field=Computer Science; qs_ranking=101
jobs: job_1: company_size=1001-5000 employees; duration=4-5; industry=Technology, Information & Internet Platforms; role=Software Developer | job_2: company_size=10001+ employees; duration=<2; industry=IT Services & Digital Solutions; role=Software Developer | job_3: company_size=10001+ employees; duration=<2; industry=IT Services & Digital Solutions; role=Software Engineer"
1a0c9561-438f-42bf-a0d1-63e67ab87a91,"industry: Venture Capital & Private Equity
educations: education_1: qs_ranking=4
jobs: job_1: company_size=2-10 employees; duration=<2; industry=Software Development; role=Software Developer | job_2: company_size=201-500 employees; duration=<2; industry=Higher Education & Research; role=Researcher"
c639c700-dee5-4926-a4e6-d6625ea07791,"industry: Management, Strategy & Professional Services
educations: education_1: degree=BSc; field=Computer Science; qs_ranking=158 | education_2: field=Physics; qs_ranking=158
jobs: job_1: company_size=10001+; duration=4-5; industry=Software Development; role=Software Engineer | job_2: duration=2-3; industry=Aerospace, Defense & Ship/Space; role=Software Team Leader | job_3: duration=4-5; industry=Aerospace, Defense & Ship/Space; role=Software Developer"
e38e8935-f612-45e0-9ec4-c6efe1d87d90,"industry: Biotechnology & Nanotechnology Research
educations: education_1: degree=PhD; field=Organic Chemistry; qs_ranking=200+
jobs: job_1: company_size=10001+ employees; duration=<2; industry=Higher Education & Research; role=Research Scientist"
f1c46c74-1582-4f7f-bf35-48cfd3c97660,"industry: Biotechnology & Nanotechnology Research
educations: education_1: degree=PhD; field=Physics; qs_ranking=200+ | education_2: degree=Postdoc; qs_ranking=4 | education_3: degree=Research Position; field=Astronomy; qs_ranking=84 | education_4: degree=BS; field=Physics; qs_ranking=200+
jobs: job_1: duration=<2; role=Principal | job_2: company_size=1001-5000 employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=Consultant, Principal Engineer (Computational Biology) | job_3: duration=<2; role=Advisor | job_4: duration=<2; role=VP (Product Development) | job_5: company_size=201-500 employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=Senior Director (Accuracy R&D) | job_6: company_size=5001-10000 employees; duration=2-3; industry=Biotechnology & Nanotechnology Research; role=Principal Engineer (Instruments) | job_7: company_size=51-200 employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=Principal Engineer (Photonics & Optical Systems) | job_8: company_size=10001+ employees; duration=2-3; industry=Biotechnology & Nanotechnology Research; role=Analyst, Statistical Algorithm Developer | job_9: company_size=1001-5000 employees; duration=<2; industry=Electronic & Precision Equipment Manufacturing; role=Co-Founder, Director Product Development | job_10: company_size=51-200 employees; duration=<2; industry=Aerospace, Defense & Ship/Space; role=Senior Scientist | job_11: company_size=201-500 employees; duration=<2; industry=Telecommunications Services; role=R&D Scientist, Senior Optical Engineer"
b888c03e-be3d-43b0-b149-add9c57b447a,"industry: Technology, Information & Internet Platforms
educations: education_1: degree=PhD; field=Electrical Engineering; qs_ranking=6 | education_2: degree=BS; field=Computer Science; qs_ranking=200+
jobs: job_1: company_size=201-500 employees; duration=2-3; industry=Technology, Information & Internet Platforms; role=Founder, CEO | job_2: company_size=51-200 employees; duration=4-5; industry=Software Development; role=Founder, CTO | job_3: company_size=10001+ employees; duration=<2; industry=Management, Strategy & Professional Services; role=Consultant | job_4: duration=<2; role=Founder, CTO | job_5: company_size=1001-5000 employees; duration=2-3; industry=Electronic & Precision Equipment Manufacturing; role=Engineer
ipos: ipo_1: amount_raised_usd=Undisclosed; valuation_usd=Undisclosed"
657ff5b6-1328-48fb-a069-adb8e208e290,"industry: Biotechnology & Nanotechnology Research
educations: education_1: degree=MD/PhD; field=Medicine; qs_ranking=200+ | education_2: degree=PhD; field=Cancer Biology and Immunology; qs_ranking=200+ | education_3: degree=BS; field=Biology; qs_ranking=200+
jobs: job_1: duration=2-3; role=Advisory Board Member | job_2: duration=4-5; role=Co-Founder, Scientific Advisor | job_3: company_size=51-200 employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=CSO | job_4: company_size=51-200 employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=VP (Research & Development) | job_5: duration=<2; role=Postdoctoral Fellow | job_6: duration=<2; role=Lab Manager"
03fbaa8a-3c4f-45df-9dfe-2b79b3c3886c,"industry: Software Development
educations: education_1: degree=PhD; field=Computer Science; qs_ranking=8 | education_2: degree=BASc; field=Engineering Science; qs_ranking=27
jobs: job_1: company_size=11-50 employees; duration=<2; industry=Non‑Profit, NGO & Associations; role=Instructor | job_2: company_size=10001+ employees; duration=<2; industry=Software Development; role=Software Engineer | job_3: company_size=10001+ employees; duration=<2; industry=IT Services & Digital Solutions; role=Software Engineer"
83cb6305-73fe-4c55-b05c-2984a81dd31f,"industry: Research Services & Market Analysis
educations: education_1: degree=MS, PhD; field=Robotics and Computer Science; qs_ranking=35 | education_2: degree=BSc (Hons); field=Computer Science and Mathematics; qs_ranking=79
jobs: job_1: company_size=10001+ employees; duration=4-5; industry=Software Development; role=Principal Engineer (Computer Vision & Machine Learning Lead) | job_2: company_size=1001-5000 employees; duration=2-3; industry=Financial Services; role=VP (Quantitative Research) | job_3: company_size=10001+ employees; duration=<2; industry=Semiconductor Industries; role=Senior Research Scientist | job_4: company_size=5001-10000 employees; duration=<2; industry=Higher Education & Research; role=Adjunct Faculty"
7d97e232-8e00-4063-9bdb-07adf6439b31,"industry: Technology, Information & Internet Platforms
educations: education_1: degree=BA; field=Political Science and History; qs_ranking=200+
jobs: job_1: company_size=11-50 employees; duration=2-3; industry=Aerospace, Defense & Ship/Space; role=Business Development Manager | job_2: company_size=5001-10000 employees; duration=6-9; industry=Financial Services; role=Senior Securities Analyst, Portfolio Manager | job_3: company_size=2-10 employees; duration=<2; industry=Financial Services; role=Research Analyst"
2a94b5e3-978d-4469-b303-56574e5e8425,"industry: Technology, Information & Internet Platforms
educations: education_1: degree=BS; field=Computer Science and Mathematics; qs_ranking=200+
jobs: job_1: company_size=11-50 employees; duration=4-5; industry=Marketing, Advertising & Events; role=Co-Founder, CTO | job_2: company_size=11-50 employees; duration=6-9; industry=Technology, Information & Internet Platforms; role=Co-Founder | job_3: company_size=51-200 employees; duration=2-3; industry=Technology, Information & Internet Platforms; role=Software Developer
acquisitions: acquisition_1: acquired_by_well_known=False; price_usd=50M - 150M | acquisition_2: acquired_by_well_known=False; price_usd=Undisclosed"
ea040fd5-d39a-4079-a454-f4f0410454fb,"industry: Research Services & Market Analysis
educations: education_1: degree=PhD; field=Physics; qs_ranking=200+ | education_2: degree=BS; field=Physics; qs_ranking=4
jobs: job_1: company_size=10001+ employees; duration=6-9; industry=Higher Education & Research; role=Professor of Physics | job_2: company_size=10001+ employees; duration=6-9; industry=Higher Education & Research; role=Professor (Physics & Electrical Engineering) | job_3: company_size=1001-5000 employees; duration=6-9; industry=Research Services & Market Analysis; role=Staff Physicist"
85eb5690-268f-4376-9ffc-56a4c79d6e6f,"industry: Hospitality & Tourism
educations: education_1: degree=BS; field=Computer Science and Philosophy; qs_ranking=12
jobs: job_1: company_size=2-10 employees; duration=<2; industry=Hospitality & Tourism; role=Partner | job_2: company_size=2-10 employees; duration=<2; industry=IT Services & Digital Solutions; role=Co-Founder, CTO | job_3: duration=<2; role=Head of Engineering | job_4: company_size=11-50 employees; duration=<2; industry=Technology, Information & Internet Platforms; role=Head of Product, CTO | job_5: company_size=2-10 employees; duration=<2; industry=Wellness & Community Health; role=Co-Founder, Head of Product, CTO
acquisitions: acquisition_1: acquired_by_well_known=False; price_usd=Undisclosed"
580ba039-b7d1-484a-82c4-c614f6b04197,"industry: Wellness & Community Health
educations: education_1: degree=MPhil; field=Bioengineering; qs_ranking=9 | education_2: degree=Master; field=Materials Science; qs_ranking=2
jobs: job_1: company_size=2-10 employees; duration=<2; industry=Wellness & Community Health; role=Co-Founder, COO | job_2: company_size=11-50 employees; duration=2-3; industry=Biotechnology & Nanotechnology Research; role=COO"
43cbac90-51cf-409e-82f4-51f5bab2f9f7,"industry: Telecommunications Services
educations: education_1: degree=BS; field=Computer Science and Engineering; qs_ranking=31
jobs: job_1: company_size=11-50 employees; duration=<2; industry=Non‑Profit, NGO & Associations; role=Board Member | job_2: company_size=201-500 employees; duration=<2; industry=Telecommunications Services; role=Co-Founder, Chief Strategy Officer, Managing Partner | job_3: company_size=201-500 employees; duration=<2; industry=Telecommunications Services; role=Co-Founder, CTO | job_4: company_size=201-500 employees; duration=4-5; industry=Telecommunications Services; role=Co-Founder, EVP Business Development & Technology | job_5: duration=6-9; role=Principal | job_6: company_size=11-50 employees; duration=4-5; industry=Telecommunications Services; role=Co-Founder, Business Developer, Technologist | job_7: company_size=11-50 employees; duration=<2; industry=Gaming; role=Director (Engineering) | job_8: company_size=11-50 employees; duration=2-3; industry=Gaming; role=Systems & Software Engineer | job_9: duration=4-5; industry=Telecommunications Services; role=Lead System Engineer | job_10: company_size=2-10 employees; duration=<2; industry=Software Development; role=Contractor, Systems Engineer | job_11: company_size=10001+ employees; duration=<2; industry=Higher Education & Research; role=Web Engineer | job_12: duration=<2; role=Software Technician | job_13: company_size=201-500 employees; duration=<2; industry=Entertainment & Live Arts; role=Editor | job_14: duration=<2; role=Broadcast Engineer | job_15: duration=2-3; role=Graphic Designer"
e59d541e-f166-4211-b687-d9e3228b9c2f,"industry: Software Development
educations: education_1: degree=MBA; field=General Management; qs_ranking=6 | education_2: degree=MBA; field=General Management; qs_ranking=6 | education_3: field=Manufacturing Systems; qs_ranking=27
jobs: job_1: company_size=10001+ employees; duration=2-3; industry=Management, Strategy & Professional Services; role=Technology Practice Manager | job_2: company_size=11-50 employees; duration=<2; industry=Venture Capital & Private Equity; role=Employee | job_3: company_size=10001+ employees; duration=6-9; industry=Management, Strategy & Professional Services; role=Consultant | job_4: company_size=10001+ employees; duration=6-9; industry=Management, Strategy & Professional Services; role=Associate Consultant | job_5: company_size=51-200 employees; duration=2-3; industry=Software Development"
539d42a8-f5b8-42ce-9d46-cae5ea278cbb,"industry: Electronic & Precision Equipment Manufacturing
educations: education_1: degree=Master; field=Mechanical Engineering and Manufacturing; qs_ranking=23 | education_2: degree=BS; field=Mechanical Engineering; qs_ranking=200+
jobs: job_1: duration=<2; role=Founder | job_2: duration=<2; role=Director (Energy Storage Systems) | job_3: company_size=501-1000 employees; duration=<2; industry=Environmental & Waste Services; role=Director (Engineering Deployment) | job_4: company_size=1001-5000 employees; duration=6-9; industry=Renewable Energy & Climate Tech; role=Director (Technology, Motorsports) | job_5: company_size=5001-10000 employees; duration=2-3; industry=Electronic & Precision Equipment Manufacturing; role=Senior Mechanical Engineer | job_6: company_size=10001+ employees; duration=2-3; industry=Industrial & Agricultural Machinery Manufacturing; role=Mechanical Engineer"
12c74e63-e79f-45cc-84b1-d6e565400020,"industry: Food & Beverage Services & Retail
educations: education_1: degree=MBA; field=Executive Management; qs_ranking=200+ | education_2: degree=PhD; field=Functional Genomics; qs_ranking=200+ | education_3: degree=MS; field=Food Science; qs_ranking=200+ | education_4: degree=MS; field=Biological Engineering; qs_ranking=200+
jobs: job_1: company_size=10001+ employees; duration=<2; industry=Higher Education & Research; role=Distinguished Professor | job_2: company_size=10001+ employees; duration=2-3; industry=Higher Education & Research; role=Adjunct Professor | job_3: company_size=51-200 employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=Chairman of The Board of Directors | job_4: company_size=10001+ employees; duration=6-9; industry=Industrial & Agricultural Machinery Manufacturing; role=R&D Director"
d6f42e0f-8fd4-426f-806d-782594951d29,"industry: Technology, Information & Internet Platforms
educations: education_1: qs_ranking=3
jobs: job_1: duration=<2; role=Co-Founder"
87b21292-8d28-443e-aa80-b6dbf580092b,"industry: Technology, Information & Internet Platforms
educations: education_1: degree=PhD; field=Computer Science; qs_ranking=28 | education_2: degree=Bachelor; field=Computer Science; qs_ranking=28
jobs: job_1: company_size=10001+ employees; duration=<2; industry=Software Development; role=Engineer | job_2: company_size=201-500 employees; duration=<2; industry=Technology, Information & Internet Platforms; role=Engineer | job_3: company_size=10001+ employees; duration=<2; industry=Software Development; role=Engineer | job_4: company_size=10001+ employees; duration=2-3; industry=Software Development; role=Engineer"
df6f9940-248f-4050-9ca2-27398808d027,"industry: Software Development
educations: education_1: degree=PhD; field=Computer Science; qs_ranking=35 | education_2: degree=BTech; field=Computer Science; qs_ranking=200+ | education_3: degree=MS; field=Computer Science; qs_ranking=127
jobs: job_1: company_size=10001+ employees; duration=6-9; industry=Software Development; role=Engineering Leader | job_2: company_size=10001+ employees; duration=<2; industry=Higher Education & Research; role=Senior Fellow | job_3: company_size=10001+ employees; duration=<2; industry=Software Development; role=Research Scientist | job_4: company_size=10001+ employees; duration=<2; industry=Higher Education & Research; role=Visiting Scientist"
2c63157f-55ac-453e-a4fc-076a7b19f429,"industry: Technology, Information & Internet Platforms
educations: education_1: degree=BA; qs_ranking=26 | education_2: degree=JD; qs_ranking=200+
jobs: job_1: company_size=myself only employees; duration=<2; industry=Sports Teams & Leagues; role=Co-Founder"
12f92a96-331a-4dc3-9e71-53519cd117c1,"industry: Biotechnology & Nanotechnology Research
educations: education_1: degree=PhD; field=Electrical Engineering; qs_ranking=6 | education_2: degree=Master; field=Management Science and Engineering; qs_ranking=6 | education_3: degree=BSc; field=Electrical Engineering; qs_ranking=200+
jobs: job_1: company_size=5001-10000 employees; duration=<2; industry=Biotechnology & Nanotechnology Research; role=Senior Director (Scientific Research) | job_2: company_size=5001-10000 employees; duration=2-3; industry=Biotechnology & Nanotechnology Research; role=Director (Scientific Research) | job_3: duration=<2; industry=Biotechnology & Nanotechnology Research; role=Co-Founder | job_4: duration=<2; industry=Biotechnology & Nanotechnology Research; role=Engineering Research Associate, Technology Lead"
c37cfcef-5785-4e68-bc09-f5c3b20db182,"industry: Venture Capital & Private Equity
educations: education_1: degree=Bachelor; field=Accounting; qs_ranking=200+
jobs: job_1: company_size=1001-5000 employees; duration=>9; industry=Financial Services; role=CEO | job_2: company_size=1001-5000 employees; duration=>9; industry=Financial Services; role=Assistant Controller
acquisitions: acquisition_1: acquired_by_well_known=False; price_usd=Undisclosed"
7821f775-0509-444a-8904-b4a4a9795437,"industry: Software Development
educations: education_1: degree=BIT; field=Computer Science and Software Development; qs_ranking=192
jobs: job_1: company_size=11-50 employees; duration=6-9; industry=Software Development; role=Founder | job_2: company_size=1001-5000 employees; duration=<2; industry=Telecommunications Services; role=Consultant | job_3: company_size=1001-5000 employees; duration=<2; industry=Telecommunications Services; role=Consultant | job_4: duration=<2; industry=Telecommunications Services; role=Senior Consultant | job_5: duration=<2; industry=Telecommunications Services; role=Billing Consultant | job_6: company_size=10001+ employees; duration=<2; industry=Management, Strategy & Professional Services; role=Senior Consultant | job_7: duration=<2; role=Senior Consultant | job_8: duration=<2; role=Operations Consultant | job_9: duration=2-3; role=Senior Consultant | job_10: duration=<2; industry=Telecommunications Services; role=Billing Consultant | job_11: duration=4-5; industry=Telecommunications Services; role=Senior Consultant | job_12: duration=2-3; role=Software Developer | job_13: company_size=201-500 employees; duration=<2; industry=IT Services & Digital Solutions; role=Senior Developer | job_14: duration=<2; role=Software Developer | job_15: company_size=1001-5000 employees; duration=<2; industry=IT Services & Digital Solutions; role=UNIX Systems Administrator"
